Customer ID,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data
5295-PCJOO,Yes,9.77,No,Yes,Cable,16,Yes,No,No,No,No,No,No,No
5296-BFCYD,Yes,14.91,No,No,,0,,,,,,,,
5296-PSYVW,Yes,8.98,Yes,No,,0,,,,,,,,
5297-MDOIR,Yes,34.51,No,Yes,Fiber Optic,46,Yes,No,Yes,No,No,No,Yes,Yes
5298-GSTLM,Yes,48.92,Yes,Yes,Fiber Optic,11,Yes,No,No,No,Yes,Yes,No,Yes
5299-RULOA,Yes,24.48,Yes,Yes,Fiber Optic,30,Yes,No,No,No,Yes,Yes,Yes,Yes
5299-SJCZT,Yes,21.86,Yes,Yes,Fiber Optic,6,No,No,Yes,No,Yes,Yes,Yes,Yes
5301-GAUUY,Yes,1.49,Yes,Yes,Fiber Optic,21,No,Yes,No,No,No,No,No,Yes
5302-BDJNT,Yes,45.62,Yes,Yes,Fiber Optic,59,No,No,Yes,Yes,Yes,No,No,Yes
5304-EFJLP,Yes,16.92,Yes,Yes,Fiber Optic,19,No,Yes,Yes,Yes,Yes,Yes,Yes,No
5306-BVTKJ,Yes,38.3,No,Yes,DSL,85,No,Yes,Yes,No,No,No,Yes,Yes
5307-DZCVC,Yes,48.95,Yes,Yes,Fiber Optic,9,No,No,No,No,Yes,No,No,Yes
5307-UVGNB,No,1,,Yes,Cable,25,Yes,Yes,Yes,No,No,Yes,Yes,Yes
5309-TAIKL,Yes,8.29,No,Yes,DSL,21,No,No,Yes,Yes,No,Yes,Yes,Yes
5310-NOOVA,Yes,13.42,No,No,,0,,,,,,,,
5311-IHLEI,No,1,,Yes,DSL,9,Yes,Yes,No,Yes,Yes,No,No,Yes
5312-IRCFR,Yes,37.47,Yes,Yes,Fiber Optic,69,No,Yes,Yes,No,No,Yes,Yes,Yes
5312-TSZVC,Yes,23.56,No,No,,0,,,,,,,,
5312-UXESG,Yes,29.19,Yes,Yes,Fiber Optic,4,No,No,Yes,No,Yes,Yes,Yes,Yes
5313-FPXWG,Yes,34.36,Yes,No,,0,,,,,,,,
5315-CKEQK,Yes,4.71,Yes,Yes,DSL,21,No,No,No,No,No,No,No,No
5317-FLPJF,No,1,,Yes,DSL,73,Yes,No,Yes,Yes,Yes,Yes,Yes,No
5318-IXUZF,Yes,6.2,No,Yes,Fiber Optic,6,No,Yes,No,No,Yes,No,No,Yes
5318-YKDPV,Yes,41.08,No,Yes,DSL,18,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
5320-BRKGK,Yes,2.87,Yes,Yes,DSL,69,Yes,No,Yes,Yes,Yes,No,No,Yes
5321-NTRKC,Yes,35.01,Yes,Yes,DSL,59,No,Yes,Yes,No,Yes,Yes,Yes,Yes
5322-TEUJK,Yes,4.91,Yes,Yes,Fiber Optic,29,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
5322-ZSMZY,Yes,7.03,Yes,No,,0,,,,,,,,
5324-KTGCG,Yes,44.82,No,No,,0,,,,,,,,
5325-UWTWJ,Yes,22.42,Yes,Yes,Fiber Optic,21,Yes,Yes,No,Yes,No,No,No,Yes
5327-CNLUQ,Yes,6.1,Yes,Yes,Fiber Optic,18,Yes,Yes,Yes,No,Yes,No,No,Yes
5327-XOKKY,Yes,11.26,Yes,Yes,Cable,3,No,No,Yes,No,Yes,Yes,Yes,Yes
5329-KRDTM,Yes,33.68,Yes,Yes,DSL,10,No,Yes,Yes,Yes,Yes,No,No,Yes
5331-RGMTT,Yes,38.48,Yes,Yes,Fiber Optic,13,No,No,Yes,No,Yes,Yes,No,No
5334-AFQJB,Yes,2.37,Yes,No,,0,,,,,,,,
5334-JLAXU,Yes,15.54,Yes,Yes,Fiber Optic,19,Yes,Yes,No,No,No,Yes,Yes,Yes
5336-UFNZP,Yes,19.58,Yes,Yes,Fiber Optic,26,No,Yes,Yes,No,Yes,Yes,Yes,Yes
5337-IIWKZ,No,1,,Yes,DSL,76,No,No,Yes,Yes,Yes,No,No,Yes
5338-YHWYT,Yes,49.99,No,Yes,Cable,27,Yes,Yes,No,Yes,No,No,No,No
5339-PXDVH,Yes,31.57,Yes,Yes,Fiber Optic,18,Yes,No,No,No,Yes,No,No,Yes
5339-TJFEK,Yes,14.75,Yes,Yes,Fiber Optic,52,Yes,Yes,No,No,Yes,Yes,Yes,No
5343-SGUBI,Yes,42.9,Yes,Yes,Fiber Optic,14,No,Yes,No,No,No,No,No,Yes
5345-BMKWB,Yes,4.98,No,No,,0,,,,,,,,
5346-BZCHP,Yes,25.18,No,No,,0,,,,,,,,
5348-CAGXB,Yes,33.36,Yes,Yes,Fiber Optic,22,No,No,Yes,No,Yes,No,No,Yes
5349-AZPEW,No,1,,Yes,DSL,53,No,No,No,No,No,No,No,Yes
5349-IECLD,Yes,26.05,No,Yes,Fiber Optic,2,No,No,Yes,No,Yes,Yes,Yes,Yes
5351-QESIO,No,1,,Yes,Cable,17,No,No,No,No,No,No,No,Yes
5353-WILCI,Yes,44.11,No,Yes,Cable,15,Yes,Yes,No,No,No,No,No,No
5356-CSVSQ,Yes,40.99,Yes,Yes,Cable,48,No,No,No,Yes,Yes,No,No,Yes
5356-KZCKT,Yes,2.38,Yes,No,,0,,,,,,,,
5356-RHIPP,Yes,45.49,No,No,,0,,,,,,,,
5357-TZHPP,Yes,30.8,Yes,Yes,Fiber Optic,18,No,No,No,No,No,Yes,No,Yes
5360-LJCNJ,Yes,10.46,Yes,Yes,Fiber Optic,3,No,Yes,Yes,No,Yes,Yes,Yes,No
5360-XGYAZ,No,1,,Yes,DSL,16,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
5364-EVNIB,Yes,30.88,No,Yes,Fiber Optic,3,No,Yes,Yes,No,No,No,No,Yes
5364-XYIRR,Yes,21.08,Yes,Yes,Fiber Optic,9,No,No,No,No,Yes,Yes,Yes,Yes
5365-LLFYV,Yes,5.47,No,Yes,DSL,29,No,No,No,No,No,No,No,Yes
5366-IJEQJ,Yes,5.54,Yes,Yes,Fiber Optic,59,No,No,Yes,No,Yes,No,No,Yes
5366-OBVMR,Yes,35.96,No,Yes,DSL,17,No,No,No,Yes,No,No,No,Yes
5370-IIVVL,Yes,38.72,Yes,Yes,Fiber Optic,59,No,Yes,No,Yes,Yes,Yes,Yes,Yes
5371-VYLSX,Yes,47.99,Yes,Yes,Fiber Optic,22,Yes,Yes,No,No,No,No,No,Yes
5372-FBKBN,Yes,8.68,No,No,,0,,,,,,,,
5373-SFODM,Yes,24.54,Yes,Yes,Fiber Optic,5,No,No,No,No,No,Yes,Yes,Yes
5375-XLDOF,Yes,37.97,Yes,Yes,Fiber Optic,27,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
5376-DEQCP,Yes,27.12,No,Yes,Fiber Optic,23,No,No,No,No,No,No,No,Yes
5376-PCKNB,Yes,17.49,Yes,Yes,Fiber Optic,12,No,Yes,Yes,No,Yes,Yes,Yes,No
5377-NDTOU,Yes,9.5,Yes,Yes,Cable,76,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
5378-IKEEG,No,1,,Yes,Cable,2,No,No,No,No,Yes,No,No,Yes
5380-AFSSK,Yes,46.45,Yes,Yes,Fiber Optic,10,No,No,No,No,Yes,Yes,Yes,Yes
5380-WJKOV,Yes,21.69,Yes,Yes,Fiber Optic,28,No,Yes,Yes,No,Yes,Yes,Yes,Yes
5380-XPJNZ,Yes,40.64,No,No,,0,,,,,,,,
5382-SOYZL,Yes,11.15,Yes,Yes,Fiber Optic,17,No,No,No,No,Yes,Yes,Yes,Yes
5382-TEMLV,Yes,19.39,No,Yes,DSL,16,Yes,No,No,No,No,No,No,Yes
5383-MMTWC,Yes,46.05,Yes,Yes,Fiber Optic,22,No,No,No,No,No,Yes,No,Yes
5384-ZTTWP,Yes,17.43,No,No,,0,,,,,,,,
5385-SUIRI,Yes,37.6,Yes,Yes,Fiber Optic,23,Yes,No,Yes,No,Yes,Yes,Yes,Yes
5386-THSLQ,No,1,,Yes,Cable,9,No,Yes,Yes,No,Yes,No,No,Yes
5387-ASZNZ,Yes,36.48,Yes,Yes,DSL,5,Yes,Yes,No,Yes,No,No,No,Yes
5389-FFVKB,Yes,2.08,No,Yes,Fiber Optic,25,No,No,No,No,No,Yes,Yes,Yes
5392-AKEMH,Yes,31.22,No,Yes,DSL,12,No,No,No,No,No,No,No,Yes
5393-HJZSM,Yes,32.43,No,Yes,Cable,19,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
5393-RXQSZ,Yes,19.32,No,Yes,Fiber Optic,22,No,No,No,No,No,Yes,Yes,Yes
5394-MEITZ,Yes,14,No,Yes,Cable,42,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
5394-SVGJV,Yes,30.72,Yes,Yes,Fiber Optic,42,No,No,No,Yes,Yes,Yes,Yes,Yes
5396-IZEPB,Yes,24.89,No,No,,0,,,,,,,,
5397-NSKQG,No,1,,Yes,DSL,17,Yes,No,No,No,Yes,Yes,Yes,Yes
5397-TUPSH,Yes,28.68,No,Yes,Fiber Optic,20,No,No,No,No,No,No,No,Yes
5399-ZIMKF,Yes,32.81,No,Yes,Fiber Optic,16,No,Yes,No,No,No,No,No,Yes
5402-HTOTQ,Yes,5.79,Yes,Yes,DSL,4,No,Yes,No,No,No,No,No,Yes
5404-GGUKR,Yes,17.16,No,Yes,DSL,7,No,Yes,No,No,No,No,No,Yes
5405-ZMYXQ,Yes,1.28,Yes,Yes,Fiber Optic,42,No,No,No,No,No,No,No,Yes
5406-KGRMX,Yes,2.66,Yes,No,,0,,,,,,,,
5414-OFQCB,Yes,30.77,Yes,Yes,Fiber Optic,10,No,No,No,Yes,Yes,No,No,No
5419-CONWX,Yes,12.68,No,Yes,Fiber Optic,10,No,Yes,Yes,No,Yes,Yes,Yes,Yes
5419-JKZNQ,Yes,2.86,Yes,Yes,Fiber Optic,19,No,No,No,No,No,No,No,Yes
5419-JPRRN,Yes,10.38,Yes,Yes,Fiber Optic,7,No,No,Yes,No,Yes,Yes,Yes,Yes
5419-KLXBN,Yes,24.64,No,Yes,Fiber Optic,5,No,Yes,Yes,No,Yes,No,No,Yes
5423-BHIXO,Yes,32.02,Yes,Yes,DSL,3,No,Yes,No,No,No,No,No,Yes
5424-RLQLC,Yes,1.48,No,Yes,DSL,25,No,Yes,No,No,Yes,No,No,No
5429-LWCMV,Yes,34.73,Yes,Yes,Fiber Optic,6,No,Yes,No,No,No,Yes,Yes,No
5433-KYGHE,Yes,47.72,Yes,Yes,Fiber Optic,22,Yes,No,No,Yes,No,No,No,Yes
5438-QMDDL,Yes,8.3,No,Yes,DSL,48,No,Yes,No,No,No,Yes,Yes,Yes
5439-WIKXB,Yes,46.46,No,Yes,Fiber Optic,2,No,Yes,No,No,Yes,Yes,Yes,No
5440-FLBQG,Yes,48.88,Yes,Yes,Fiber Optic,4,No,Yes,Yes,Yes,Yes,Yes,No,Yes
5440-VHLUL,Yes,44.57,Yes,Yes,Fiber Optic,28,No,Yes,No,Yes,Yes,Yes,Yes,Yes
5442-BHQNG,Yes,44.77,No,Yes,Fiber Optic,9,No,No,No,No,No,No,No,Yes
5442-BXVND,Yes,9.97,Yes,No,,0,,,,,,,,
5442-PPTJY,Yes,4.71,No,No,,0,,,,,,,,
5442-UTCVD,Yes,43.72,Yes,Yes,Fiber Optic,21,No,No,Yes,No,No,Yes,Yes,Yes
5442-XSDCW,Yes,13.33,No,Yes,Fiber Optic,19,No,No,No,No,Yes,No,No,No
5443-SCMKX,Yes,21.38,Yes,Yes,Fiber Optic,26,No,Yes,Yes,No,No,Yes,Yes,No
5445-GLVOT,Yes,31.53,No,Yes,Cable,11,Yes,No,No,No,No,No,No,Yes
5445-PZWGX,Yes,8.08,Yes,Yes,Fiber Optic,21,Yes,Yes,No,Yes,No,Yes,Yes,No
5445-UTODQ,Yes,11.58,No,Yes,Fiber Optic,27,No,No,No,No,Yes,No,No,Yes
5446-DKWYW,Yes,39.31,Yes,Yes,DSL,10,No,No,Yes,No,Yes,No,No,Yes
5447-VYTKW,Yes,15.09,No,Yes,Cable,28,Yes,No,No,Yes,No,No,No,Yes
5447-WZAFP,Yes,8.33,No,Yes,Fiber Optic,73,No,Yes,Yes,No,Yes,Yes,Yes,Yes
5448-VWNAM,Yes,8.02,Yes,Yes,DSL,57,Yes,Yes,No,Yes,Yes,No,No,Yes
5449-FIBXJ,Yes,28.04,Yes,Yes,Fiber Optic,22,No,No,Yes,Yes,Yes,Yes,Yes,Yes
5451-MHQOF,Yes,32.93,Yes,No,,0,,,,,,,,
5451-YHYPW,Yes,44.89,Yes,Yes,Fiber Optic,24,Yes,Yes,Yes,Yes,Yes,Yes,No,No
5453-AXEPF,Yes,46.71,Yes,Yes,Fiber Optic,8,No,Yes,No,No,No,No,No,Yes
5453-YBTWV,Yes,49.67,No,Yes,Fiber Optic,19,Yes,Yes,Yes,Yes,Yes,No,No,Yes
5456-ITGIC,No,1,,Yes,DSL,9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
5457-COLHT,Yes,40.36,No,Yes,Cable,53,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
5458-CQJTA,Yes,40.47,No,Yes,DSL,30,Yes,No,No,Yes,Yes,Yes,Yes,Yes
5461-QKNTN,Yes,4.59,Yes,Yes,Fiber Optic,5,No,Yes,No,Yes,Yes,No,No,Yes
5465-BUBFA,Yes,21.28,No,No,,0,,,,,,,,
5468-BPMMO,Yes,16.07,No,No,,0,,,,,,,,
5469-CTCWN,Yes,46.95,Yes,Yes,Cable,21,Yes,Yes,No,No,Yes,Yes,Yes,Yes
5469-NUJUR,Yes,19.1,No,No,,0,,,,,,,,
5472-CVMDX,No,1,,Yes,DSL,58,Yes,No,Yes,Yes,No,No,No,Yes
5473-KHBPS,Yes,8.16,Yes,Yes,Fiber Optic,20,No,Yes,Yes,No,Yes,No,No,Yes
5474-LAMUQ,Yes,35.8,No,No,,0,,,,,,,,
5478-JJVZK,Yes,15.69,Yes,Yes,DSL,24,Yes,Yes,No,No,No,No,No,Yes
5480-HPRRX,No,1,,Yes,DSL,30,No,No,No,No,No,No,No,Yes
5480-TBGPH,Yes,44.96,No,Yes,Fiber Optic,28,No,Yes,Yes,No,Yes,Yes,Yes,Yes
5480-XTFFL,Yes,9.8,No,No,,0,,,,,,,,
5481-NTDOH,Yes,38.47,Yes,Yes,Fiber Optic,20,Yes,No,Yes,No,Yes,Yes,No,Yes
5482-NUPNA,Yes,18.03,No,Yes,Cable,59,Yes,Yes,No,Yes,No,No,No,Yes
5482-PLVPE,No,1,,Yes,DSL,11,No,No,No,No,No,No,No,Yes
5482-VXSXJ,Yes,46.5,No,Yes,Fiber Optic,17,No,Yes,No,No,Yes,Yes,Yes,Yes
5485-ITNPC,Yes,7.61,No,Yes,DSL,10,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
5485-WUYWF,Yes,5.57,No,Yes,Cable,24,Yes,No,Yes,No,Yes,No,No,Yes
5493-SDRDQ,Yes,5.33,No,Yes,Cable,52,Yes,No,Yes,No,No,No,No,Yes
5494-HECPR,Yes,32.92,No,Yes,Fiber Optic,3,No,No,No,No,Yes,No,No,Yes
5494-WOZRZ,Yes,38.22,No,Yes,DSL,23,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
5495-GPSRW,Yes,27.11,No,No,,0,,,,,,,,
5498-IBWPI,Yes,48.11,No,Yes,Cable,27,No,No,No,Yes,No,No,No,Yes
5498-TXHLF,Yes,40.78,Yes,Yes,Fiber Optic,4,No,No,Yes,No,Yes,No,No,Yes
5499-ECUTN,Yes,6.56,No,Yes,DSL,11,Yes,No,Yes,No,Yes,No,No,No
5501-TVMGM,Yes,39.19,No,Yes,DSL,69,No,No,No,No,No,Yes,Yes,No
5502-RLUYV,Yes,37.2,Yes,Yes,Fiber Optic,27,No,Yes,Yes,No,Yes,Yes,Yes,Yes
5504-WSIUR,Yes,13.4,Yes,Yes,Fiber Optic,3,No,Yes,Yes,Yes,No,No,No,No
5505-OVWQW,Yes,4.38,No,No,,0,,,,,,,,
5510-BOIUJ,Yes,12.81,No,No,,0,,,,,,,,
5512-IDZEI,Yes,18.45,Yes,No,,0,,,,,,,,
5514-YQENT,Yes,30.58,No,Yes,Fiber Optic,59,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
5515-AKOAJ,Yes,41.83,Yes,Yes,Fiber Optic,9,No,No,No,Yes,Yes,Yes,Yes,Yes
5515-IDEJJ,Yes,45.77,No,No,,0,,,,,,,,
5515-RUGKN,Yes,30.53,No,Yes,DSL,26,No,No,No,No,No,Yes,Yes,Yes
5519-NPHVG,Yes,12.75,Yes,Yes,Fiber Optic,24,No,No,No,No,Yes,Yes,Yes,No
5519-TEEUH,Yes,21.16,No,No,,0,,,,,,,,
5519-YLDGW,Yes,1.21,Yes,Yes,Fiber Optic,16,Yes,No,Yes,No,Yes,Yes,Yes,Yes
5520-FVEWJ,Yes,40.63,Yes,Yes,Fiber Optic,59,No,Yes,Yes,No,No,No,Yes,Yes
5522-JBWMO,Yes,15.66,No,Yes,DSL,29,No,No,No,No,No,No,No,Yes
5522-NYKPB,Yes,11.79,No,Yes,Fiber Optic,59,No,No,No,Yes,Yes,No,No,Yes
5524-KHNJP,Yes,48.85,No,Yes,Cable,30,Yes,No,Yes,No,Yes,Yes,Yes,Yes
5527-ACHSO,Yes,47.61,No,Yes,DSL,12,No,No,No,Yes,Yes,Yes,Yes,Yes
5529-GIBVH,Yes,3.49,No,No,,0,,,,,,,,
5533-NHFRF,No,1,,Yes,DSL,26,No,Yes,No,Yes,No,Yes,No,Yes
5533-RJFTJ,No,1,,Yes,Cable,58,No,No,Yes,No,No,No,No,Yes
5536-RTPWK,Yes,20.48,Yes,Yes,Fiber Optic,22,No,Yes,No,No,Yes,Yes,Yes,Yes
5536-SLHPM,Yes,19.41,Yes,Yes,Fiber Optic,4,No,No,Yes,No,No,No,No,Yes
5537-UXXVS,Yes,48.03,No,No,,0,,,,,,,,
5539-HIVAK,Yes,25.57,Yes,No,,0,,,,,,,,
5539-TMZLF,Yes,33.84,No,Yes,Fiber Optic,5,No,No,No,No,No,No,No,Yes
5542-DHSXL,Yes,6.77,No,Yes,Cable,3,Yes,Yes,No,No,No,No,No,Yes
5542-NKVRU,Yes,18.31,No,No,,0,,,,,,,,
5542-TBBWB,Yes,9.36,No,Yes,Fiber Optic,14,No,No,No,No,No,No,No,No
5543-QDCRY,Yes,20.76,No,Yes,DSL,30,No,No,No,No,Yes,No,No,Yes
5546-BYZSM,Yes,15.48,No,No,,0,,,,,,,,
5546-QUERU,Yes,16.35,No,No,,0,,,,,,,,
5549-ZGHFB,Yes,22.3,Yes,No,,0,,,,,,,,
5550-VFRLC,Yes,43.45,No,Yes,Fiber Optic,30,No,No,No,No,No,No,No,No
5552-ZNFSJ,Yes,34.37,No,Yes,DSL,28,No,No,No,No,No,No,No,Yes
5553-AOINX,Yes,39.38,Yes,Yes,Fiber Optic,30,No,Yes,Yes,No,Yes,Yes,Yes,Yes
5555-RNPGT,Yes,34.47,Yes,No,,0,,,,,,,,
5561-NWEVX,Yes,17.73,Yes,Yes,Fiber Optic,18,No,No,Yes,No,No,No,No,Yes
5562-BETPV,Yes,23.41,No,No,,0,,,,,,,,
5562-YJQGT,Yes,2.46,No,No,,0,,,,,,,,
5564-NEMQO,Yes,35.09,No,Yes,Fiber Optic,17,No,No,Yes,No,No,No,No,No
5565-FILXA,Yes,38.75,Yes,Yes,Fiber Optic,16,No,No,No,No,Yes,Yes,No,Yes
5566-SOEZD,Yes,15.71,No,Yes,Fiber Optic,53,Yes,Yes,No,No,No,No,No,Yes
5567-GZKQY,Yes,29.25,No,No,,0,,,,,,,,
5567-WSELE,Yes,32.31,Yes,Yes,Fiber Optic,27,No,No,No,No,Yes,Yes,No,Yes
5568-DMXZS,Yes,37.37,No,Yes,Cable,16,No,Yes,No,Yes,Yes,No,No,Yes
5569-IDSEY,Yes,29.11,Yes,Yes,Fiber Optic,28,No,Yes,Yes,No,Yes,Yes,Yes,Yes
5569-KGJHX,Yes,14.21,Yes,Yes,Fiber Optic,5,No,No,No,No,Yes,No,No,No
5569-OUICF,Yes,16.43,Yes,Yes,Fiber Optic,20,No,No,No,Yes,Yes,Yes,No,Yes
5570-PTWEH,Yes,15.02,Yes,Yes,Fiber Optic,29,No,No,No,No,No,No,No,Yes
5572-ZDXHY,Yes,29.07,No,Yes,Fiber Optic,52,No,Yes,No,No,No,Yes,Yes,Yes
5574-NXZIU,Yes,13.14,No,Yes,Fiber Optic,17,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
5575-GNVDE,Yes,17.09,No,Yes,DSL,16,Yes,No,Yes,No,No,No,No,Yes
5575-TPIZQ,Yes,37.75,Yes,Yes,Fiber Optic,73,Yes,No,No,No,Yes,No,No,Yes
5577-OTWWW,Yes,39.84,No,No,,0,,,,,,,,
5578-NKCXI,Yes,39.05,No,Yes,Fiber Optic,76,Yes,Yes,No,No,Yes,Yes,Yes,Yes
5583-EJXRD,No,1,,Yes,Cable,59,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
5583-SXDAG,Yes,19.15,No,Yes,Fiber Optic,18,No,No,No,No,No,No,No,No
5590-BYNII,Yes,35.93,Yes,Yes,Fiber Optic,17,Yes,No,No,No,Yes,Yes,Yes,Yes
5590-YRFJT,No,1,,Yes,DSL,10,No,No,No,No,No,No,No,Yes
5590-ZSKRV,Yes,38.78,No,Yes,DSL,18,Yes,Yes,No,No,No,No,No,Yes
5593-SUAOO,Yes,41.45,Yes,Yes,Fiber Optic,53,No,Yes,Yes,No,No,No,No,Yes
5597-GLBUC,Yes,22.97,No,Yes,Fiber Optic,23,No,No,Yes,No,Yes,No,No,Yes
5598-IKHQQ,Yes,6.75,Yes,No,,0,,,,,,,,
5599-HVLTW,Yes,7.34,Yes,Yes,Fiber Optic,3,No,No,Yes,No,No,No,No,Yes
5600-KTXFM,Yes,29.1,No,Yes,Fiber Optic,19,No,No,No,No,No,No,No,Yes
5600-PDUJF,Yes,26.76,No,Yes,DSL,22,No,No,No,Yes,No,No,No,Yes
5602-BVFMK,Yes,41.78,No,No,,0,,,,,,,,
5605-IYGFG,Yes,27.46,No,Yes,Fiber Optic,4,No,No,No,No,No,No,No,Yes
5605-XNWEN,Yes,28.99,Yes,No,,0,,,,,,,,
5606-AMZBO,Yes,38.03,Yes,Yes,Fiber Optic,42,Yes,No,No,No,No,No,No,Yes
5609-CEBID,Yes,48.73,Yes,Yes,Fiber Optic,12,No,Yes,Yes,No,No,Yes,No,No
5609-IMCGG,Yes,6.22,Yes,Yes,Fiber Optic,4,Yes,No,Yes,No,No,No,No,Yes
5614-DNZCE,Yes,29.47,No,Yes,DSL,16,Yes,Yes,Yes,Yes,No,No,No,Yes
5616-PRTNT,Yes,22.78,No,No,,0,,,,,,,,
5619-PTMIK,Yes,44.74,Yes,Yes,DSL,82,Yes,No,No,No,No,No,Yes,Yes
5619-XZZKR,Yes,6.86,No,No,,0,,,,,,,,
5622-UEJFI,Yes,32.75,Yes,No,,0,,,,,,,,
5624-BQSSA,Yes,40.48,No,No,,0,,,,,,,,
5624-RYAMH,Yes,46.94,No,No,,0,,,,,,,,
5626-MGTUK,Yes,24.73,Yes,Yes,Fiber Optic,25,Yes,No,No,No,Yes,No,No,No
5627-TVBPP,Yes,25.52,No,No,,0,,,,,,,,
5628-FCGYG,Yes,49.05,Yes,Yes,Fiber Optic,9,No,No,No,No,No,Yes,Yes,Yes
5628-RKIFK,Yes,24.84,Yes,Yes,Fiber Optic,14,Yes,No,No,No,Yes,Yes,Yes,Yes
5630-AHZIL,Yes,39.55,No,Yes,DSL,56,Yes,No,No,Yes,No,Yes,Yes,No
5630-IXDXV,Yes,14.54,Yes,Yes,Fiber Optic,10,No,Yes,Yes,No,Yes,Yes,Yes,Yes
5639-NTUPK,Yes,19.17,No,Yes,Cable,59,Yes,No,No,No,No,No,Yes,Yes
5640-CAXOA,No,1,,Yes,Cable,42,No,No,No,Yes,No,Yes,Yes,Yes
5641-DMBFJ,Yes,31.27,Yes,Yes,DSL,59,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
5642-MHDQT,Yes,11.35,No,No,,0,,,,,,,,
5644-PDMZC,Yes,47.47,Yes,Yes,Fiber Optic,19,No,Yes,No,No,No,Yes,Yes,Yes
5647-FXOTP,Yes,36.71,Yes,Yes,Fiber Optic,25,No,Yes,Yes,No,Yes,Yes,Yes,No
5647-URDKA,Yes,11.57,No,No,,0,,,,,,,,
5649-ANRML,Yes,12.96,No,Yes,Fiber Optic,20,No,Yes,Yes,Yes,No,Yes,No,Yes
5649-RXQTV,Yes,42.33,No,Yes,Fiber Optic,2,No,Yes,Yes,No,Yes,Yes,Yes,Yes
5649-TJHOV,No,1,,Yes,DSL,25,No,No,No,No,No,Yes,No,No
5649-VUKMC,Yes,34.81,No,Yes,Fiber Optic,16,No,No,Yes,No,Yes,Yes,Yes,Yes
5650-VDUDS,No,1,,Yes,Cable,16,No,No,No,No,No,No,No,Yes
5650-YLIBA,Yes,42.05,Yes,Yes,Fiber Optic,12,No,Yes,No,No,No,No,No,Yes
5651-CPDND,Yes,13.51,No,Yes,DSL,14,No,No,No,No,No,No,No,Yes
5651-CRHKQ,Yes,13.23,No,Yes,Fiber Optic,16,No,Yes,Yes,Yes,No,No,No,Yes
5651-WYIPH,Yes,41.13,No,Yes,Cable,23,No,Yes,No,No,No,No,No,Yes
5651-YLPRD,Yes,26.66,No,Yes,Fiber Optic,57,No,Yes,No,No,Yes,No,No,No
5652-MSDEY,Yes,39.85,Yes,Yes,Fiber Optic,21,No,No,No,No,No,No,No,Yes
5655-JSMZM,Yes,32.36,Yes,Yes,Fiber Optic,2,No,No,No,No,Yes,Yes,No,Yes
5656-JAMLX,Yes,14.17,No,No,,0,,,,,,,,
5656-MJEFC,No,1,,Yes,Cable,8,Yes,No,Yes,Yes,Yes,No,No,Yes
5663-QBGIS,Yes,44.61,Yes,Yes,Fiber Optic,30,No,Yes,No,No,Yes,Yes,Yes,Yes
5666-CYCYZ,Yes,18.07,Yes,Yes,Fiber Optic,52,No,No,No,Yes,No,Yes,Yes,Yes
5666-MBJPT,Yes,20.43,Yes,No,,0,,,,,,,,
5668-MEISB,Yes,6.41,Yes,Yes,Fiber Optic,14,Yes,Yes,Yes,Yes,Yes,No,No,Yes
5669-SRAIP,No,1,,Yes,DSL,2,No,No,Yes,No,No,Yes,Yes,Yes
5671-RQRLP,Yes,16.87,Yes,Yes,Fiber Optic,3,No,No,No,No,No,No,No,Yes
5671-UUNXD,Yes,36.58,Yes,Yes,Fiber Optic,23,No,No,No,Yes,Yes,Yes,Yes,Yes
5673-FSSMF,Yes,33.48,Yes,Yes,Cable,59,No,No,No,No,No,Yes,Yes,No
5673-TIYIB,No,1,,Yes,DSL,8,No,Yes,Yes,Yes,No,No,No,Yes
5676-CFLYY,Yes,16.24,No,Yes,Cable,59,No,Yes,No,Yes,Yes,Yes,Yes,Yes
5678-VFNEQ,Yes,4.39,Yes,Yes,Fiber Optic,82,Yes,No,Yes,No,Yes,Yes,Yes,Yes
5680-LQOGP,Yes,14.86,No,Yes,Cable,59,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
5681-LLOEI,Yes,42.22,Yes,Yes,Fiber Optic,25,Yes,No,Yes,Yes,No,No,No,Yes
5684-FJVYR,Yes,9.6,Yes,Yes,Fiber Optic,25,Yes,Yes,No,Yes,No,No,No,Yes
