Customer ID,Gender,Age,Married,Number of Dependents,City,Zip Code,Latitude,Longitude,Customer Status
4489-SNOJF,Female,28,Yes,2,Deer Park,94576,38.554383,-122.474773,Churned
4495-LHSSK,Female,25,No,2,Camp Nelson,93208,36.057458,-118.591951,Stayed
4500-HKANN,Male,33,Yes,0,Anaheim,92807,33.848733,-117.788357,Stayed
4501-EQDRN,Female,64,No,0,Montclair,91763,34.072121,-117.698319,Churned
4501-UYKBC,Female,65,No,0,Igo,96047,40.524535,-122.647172,Stayed
4501-VCPFK,Male,25,No,0,Coachella,92236,33.680031,-116.171678,Stayed
4503-BDXBD,Male,41,No,0,Anaheim,92808,33.850452,-117.726668,Churned
4504-YOULA,Female,42,Yes,3,Wilton,95693,38.392559,-121.225093,Stayed
4505-EXZHB,Female,75,No,0,Ducor,93218,35.846067,-119.004073,Churned
4508-OEBEY,Male,41,Yes,0,Goleta,93117,34.489983,-120.091246,Stayed
4510-HIMLV,Male,50,No,0,La Habra,90631,33.940619,-117.9513,Churned
4510-PYUSH,Female,67,No,0,Sylmar,91342,34.321621,-118.399841,Churned
4512-ZUIYL,Female,31,No,0,Sunnyvale,94089,37.421633,-122.009613,Churned
4513-CXYIX,Female,73,Yes,0,Lake Elsinore,92532,33.705836,-117.318204,Stayed
4514-GFCFI,Female,76,No,0,San Diego,92117,32.825086,-117.199424,Churned
4518-FZBSX,Male,57,Yes,2,Coulterville,95311,37.722127,-120.110174,Stayed
4521-WFJAI,Male,52,No,0,Sacramento,95825,38.590035,-121.412455,Stayed
4521-YEEHE,Female,23,Yes,0,Anaheim,92805,33.830209,-117.906099,Stayed
4522-AKYLR,Female,68,No,0,Chino Hills,91709,33.942895,-117.725644,Stayed
4522-XRWWI,Male,30,Yes,0,Manton,96059,40.426679,-121.850421,Stayed
4523-WXCEF,Female,21,Yes,0,San Jose,95129,37.305622,-122.000887,Churned
4524-QCSSM,Male,39,No,0,Encino,91436,34.152875,-118.486056,Stayed
4525-VZCZG,Male,58,No,1,Vernalis,95385,37.609095,-121.263381,Stayed
4526-EXKKN,Male,27,No,0,Rio Nido,95471,38.522328,-122.97932,Stayed
4526-RMTLL,Male,32,Yes,1,Maywood,90270,33.988572,-118.186565,Stayed
4526-ZJJTM,Female,72,Yes,0,San Mateo,94403,37.538309,-122.305109,Stayed
4529-CKBCL,Female,51,No,0,Ventura,93001,34.360261,-119.306383,Churned
4530-NDRKU,Female,31,Yes,3,Auburn,95603,38.912881,-121.082766,Stayed
4531-AUZNK,Female,21,Yes,1,Oakland,94610,37.808731,-122.238708,Stayed
4534-WGCIR,Female,56,Yes,2,Covina,91723,34.084747,-117.886844,Stayed
4536-PLEQY,Male,44,Yes,0,Los Angeles,90058,34.001617,-118.222274,Stayed
4537-CIBHB,Female,59,Yes,3,Arvin,93203,35.116307,-118.817644,Stayed
4537-DKTAL,Female,26,No,0,Darwin,93522,36.319181,-117.593053,Joined
4538-WNTMJ,Female,39,Yes,0,Isleton,95641,38.154823,-121.601358,Stayed
4541-RMRLG,Male,53,No,0,Hayward,94541,37.674002,-122.076796,Churned
4544-RXFMG,Male,48,Yes,2,North San Juan,95960,39.423046,-120.984472,Stayed
4546-FOKWR,Female,35,No,0,Los Gatos,95032,37.233034,-121.947427,Stayed
4547-FZJWE,Male,24,Yes,0,Forest Falls,92339,34.067699,-116.903891,Stayed
4547-KQRTM,Female,60,No,0,Eldridge,95431,38.348884,-122.51699,Churned
4547-LYTDD,Female,35,No,0,North Hollywood,91601,34.1692,-118.372498,Churned
4548-SDBKE,Female,26,No,0,San Dimas,91773,34.102119,-117.815532,Churned
4549-ZDQYY,Female,35,No,0,Torrance,90505,33.807882,-118.347957,Stayed
4550-EVXNY,Female,52,No,0,San Francisco,94115,37.786031,-122.437301,Churned
4550-VBOFE,Male,69,Yes,0,Soulsbyville,95372,37.990574,-120.261821,Churned
4553-DVPZG,Female,30,Yes,0,Daly City,94015,37.680844,-122.48131,Stayed
4554-YGZIH,Male,75,Yes,0,Summerland,93067,34.420998,-119.60137,Churned
4558-CGYCZ,Male,20,No,0,San Fernando,91340,34.286131,-118.435969,Stayed
4558-FANTW,Female,30,Yes,0,Fair Oaks,95628,38.652065,-121.25441,Churned
4559-UWIHT,Male,37,Yes,0,Atascadero,93422,35.453912,-120.69461,Stayed
4560-WQAQW,Female,62,No,0,Mount Laguna,91948,32.830852,-116.444601,Stayed
4565-EVZMJ,Female,55,No,0,San Diego,92128,33.000269,-117.072093,Stayed
4565-NLZBV,Female,33,Yes,0,Kneeland,95549,40.664483,-123.865325,Stayed
4566-GOLUK,Male,43,Yes,0,Rosemead,91770,34.065108,-118.082791,Churned
4566-NECEV,Male,40,No,0,Palos Verdes Peninsula,90274,33.788208,-118.404955,Stayed
4566-QVRRW,Female,41,Yes,0,Witter Springs,95493,39.222323,-122.985488,Churned
4567-AKPIA,Female,28,Yes,2,Canyon Dam,95923,40.171312,-121.120605,Stayed
4568-KNYWR,Male,56,No,0,Fullerton,92831,33.879983,-117.895482,Stayed
4568-TTZRT,Male,36,No,0,Auburn,95602,38.99003,-121.114408,Stayed
4570-QHXHL,Female,48,No,0,Santa Ana,92704,33.719869,-117.907063,Stayed
4572-DVCGN,Female,40,No,0,San Diego,92122,32.85723,-117.209774,Churned
4573-JKNAE,Male,44,No,3,Los Angeles,90032,34.078821,-118.177576,Stayed
4576-CSAJH,Male,22,No,0,San Diego,92121,32.898613,-117.202937,Churned
4578-PHJYZ,Male,45,Yes,2,Orland,95963,39.748037,-122.302169,Stayed
4580-TMHJU,Female,57,Yes,0,Avenal,93204,35.916943,-120.129921,Churned
4581-LNWUM,Female,47,No,0,San Pablo,94806,37.980269,-122.342635,Stayed
4581-SSPWD,Female,63,No,0,Mountain View,94040,37.380662,-122.086022,Churned
4583-PARNH,Male,66,Yes,0,Kerman,93630,36.727418,-120.123526,Stayed
4584-LBNMK,Male,79,Yes,0,Portola,96122,39.786755,-120.445626,Stayed
4585-HETAI,Female,25,Yes,0,Huntington Park,90255,33.97803,-118.217141,Churned
4587-NUKOX,Female,60,No,0,Walnut,91789,34.018354,-117.85492,Churned
4587-VVTOX,Female,23,Yes,0,Frazier Park,93222,34.907911,-119.234281,Churned
4588-YBNIB,Female,24,No,0,Fremont,94539,37.516791,-121.899117,Churned
4589-IUAJB,Male,36,Yes,0,Garden Grove,92843,33.764018,-117.931507,Stayed
4592-IWTJI,Female,46,Yes,2,Homewood,96141,39.117018,-120.212535,Churned
4597-ELFTS,Male,57,No,0,Glendale,91206,34.162515,-118.203869,Churned
4597-NUCQV,Male,65,No,0,Oakland,94601,37.776523,-122.219268,Churned
4598-XLKNJ,Female,78,Yes,1,Inglewood,90303,33.936291,-118.332639,Churned
4598-ZADCK,Female,34,No,0,Hopland,95449,38.93706,-123.118111,Stayed
4603-JANFB,Male,51,No,0,Glencoe,95232,38.358464,-120.579304,Churned
4607-CHPCA,Male,63,Yes,0,San Martin,95046,37.084697,-121.606417,Churned
4608-LCIMN,Male,45,Yes,3,Pismo Beach,93449,35.165668,-120.655842,Stayed
4609-KNNWG,Female,36,Yes,3,Dunnigan,95937,38.931425,-121.946081,Stayed
4611-ANLQC,Female,31,Yes,0,Castro Valley,94552,37.722727,-122.02157,Stayed
4612-SSVHJ,Female,74,No,0,Yermo,92398,35.013299,-116.834092,Stayed
4612-THJBS,Female,68,No,0,Terra Bella,93270,35.939068,-119.043666,Churned
4614-NUVZD,Female,53,No,0,Anaheim,92807,33.848733,-117.788357,Churned
4615-PIVVU,Female,33,No,0,Ludlow,92338,34.702766,-116.093376,Stayed
4616-EWBNJ,Female,23,No,0,Los Angeles,90042,34.11572,-118.192754,Stayed
4616-ULAOA,Female,33,Yes,2,Escondido,92029,33.079834,-117.134275,Stayed
4619-EVPHY,Female,65,Yes,0,Lamont,93241,35.245035,-118.905553,Stayed
4622-YNKIJ,Male,59,No,0,Norwalk,90650,33.905963,-118.08263,Stayed
4623-ZKHLY,Male,43,Yes,0,Ontario,91762,34.057256,-117.667677,Stayed
4625-EWPTF,Male,55,No,0,Pasadena,91104,34.165383,-118.123752,Churned
4625-LAMOB,Male,36,No,0,Fresno,93705,36.78724,-119.827813,Stayed
4625-XMOYM,Female,37,Yes,1,Annapolis,95412,38.731055,-123.316553,Stayed
4626-GYCZP,Male,60,No,0,Eureka,95503,40.737431,-124.108897,Churned
4626-OZDTJ,Female,35,Yes,0,Wildomar,92595,33.617108,-117.253349,Stayed
4627-MIHJH,Female,72,No,0,Stockton,95210,38.033219,-121.297433,Stayed
4628-CTTLA,Male,23,No,0,Sanger,93657,36.819628,-119.440414,Churned
4628-WQCQQ,Male,37,No,0,Whittier,90603,33.945318,-117.992066,Churned
4629-NRXKX,Female,47,Yes,0,El Monte,91731,34.079934,-118.046695,Churned
4631-OACRM,Male,78,No,0,Lake Forest,92630,33.644849,-117.684254,Churned
4632-PAOYU,Male,37,Yes,1,Anaheim,92808,33.850452,-117.726668,Stayed
4632-XJMEX,Male,20,No,2,Fresno,93650,36.841655,-119.797113,Stayed
4633-MKHYU,Female,23,No,0,San Diego,92109,32.787836,-117.232376,Stayed
4634-JLRJT,Female,30,No,0,Ontario,91764,34.074087,-117.605618,Joined
4635-EJYPD,Male,39,Yes,1,Tomales,94971,38.240769,-122.901041,Stayed
4636-JGAAI,Male,28,Yes,0,San Jose,95120,37.186141,-121.843554,Stayed
4636-OLWOE,Male,20,No,2,Fortuna,95540,40.584991,-124.121504,Stayed
4636-QRJKY,Female,64,Yes,0,Idyllwild,92549,33.755039,-116.741796,Churned
4636-TVXVG,Male,28,Yes,2,Woodacre,94973,38.005839,-122.638155,Stayed
4640-UHDOS,Female,60,Yes,0,Phelan,92371,34.441123,-117.537886,Churned
4641-FROLU,Female,49,Yes,1,La Honda,94020,37.285677,-122.224165,Stayed
4644-OBGFZ,Male,43,Yes,3,San Francisco,94115,37.786031,-122.437301,Stayed
4644-PIZRT,Male,36,Yes,3,Long Barn,95335,38.109125,-120.078597,Stayed
4646-QZXTF,Female,38,Yes,0,San Juan Bautista,95045,36.810568,-121.503022,Stayed
4647-MUZON,Female,56,Yes,0,Port Hueneme,93041,34.110124,-119.100972,Stayed
4647-XXZAM,Female,41,Yes,1,Los Angeles,90037,34.002642,-118.287596,Stayed
4648-YPBTM,Male,35,No,0,Arcadia,91007,34.128284,-118.047732,Stayed
4652-NNHNY,Male,32,Yes,0,Fellows,93224,35.215731,-119.57013,Churned
4652-ODEVH,Male,43,Yes,3,Dutch Flat,95714,39.197215,-120.83679,Stayed
4654-DLAMQ,Female,69,Yes,0,Warner Springs,92086,33.323705,-116.626907,Stayed
4654-GGUII,Female,28,No,0,Smartville,95977,39.176595,-121.291692,Stayed
4654-ULTTN,Male,34,Yes,0,Fillmore,93015,34.408161,-118.865111,Stayed
4656-CAURT,Male,57,No,0,Phillipsville,95559,40.184094,-123.745487,Stayed
4657-FWVFY,Female,51,Yes,2,Kings Beach,96143,39.246654,-120.029273,Stayed
4658-HCOHW,Female,52,Yes,0,Redwood Valley,95470,39.298065,-123.25211,Churned
4659-NZRUF,Female,64,No,0,Oakland,94609,37.834341,-122.26437,Churned
4660-IRIBM,Male,32,Yes,1,Crows Landing,95313,37.435664,-121.049056,Stayed
4661-NJEUX,Male,42,No,0,Portola Valley,94028,37.369709,-122.215844,Joined
4662-EKDPQ,Male,44,No,0,San Diego,92121,32.898613,-117.202937,Churned
4664-NJCMS,Female,52,Yes,0,San Francisco,94133,37.802071,-122.411004,Stayed
4667-OHGKG,Male,61,No,0,Summerland,93067,34.420998,-119.60137,Churned
4667-QONEA,Female,72,Yes,0,Los Angeles,90064,34.037251,-118.423573,Stayed
4670-TABXH,Male,53,Yes,0,Hawthorne,90250,33.914775,-118.348083,Stayed
4671-LXRDQ,Male,44,No,0,Salyer,95563,40.89866,-123.539754,Churned
4671-VJLCL,Female,36,No,0,Los Angeles,90046,34.108455,-118.362081,Stayed
4672-FOTSD,Male,54,No,0,Dorris,96023,41.949216,-122.050062,Stayed
4673-KKSLS,Female,56,No,0,Oakland,94605,37.758019,-122.138678,Stayed
4674-HGNUA,Male,57,Yes,3,Petrolia,95558,40.274302,-124.210902,Stayed
4676-MQUEA,Male,80,Yes,0,Laguna Beach,92651,33.570023,-117.773669,Stayed
4676-WLUHT,Male,51,No,0,Darwin,93522,36.319181,-117.593053,Stayed
4678-DVQEO,Female,41,No,0,Bass Lake,93604,37.458367,-119.345011,Churned
4680-KUTAJ,Female,73,No,0,Beverly Hills,90212,34.062095,-118.401508,Stayed
4682-BLBUC,Male,19,Yes,0,La Crescenta,91214,34.239636,-118.245259,Stayed
4683-WYDOU,Male,54,Yes,0,Rancho Palos Verdes,90275,33.753146,-118.367459,Stayed
4685-ERGHK,Male,45,No,0,Gasquet,95543,41.867908,-123.794144,Stayed
4685-TFLLS,Male,39,Yes,3,Spreckels,93962,36.624641,-121.647195,Stayed
4686-GEFRM,Male,23,Yes,0,Pioneertown,92268,34.201108,-116.593456,Stayed
4686-UXDML,Female,24,No,0,Cutler,93615,36.497895,-119.285484,Stayed
4690-LLKUA,Male,68,No,0,San Diego,92130,32.957195,-117.202542,Churned
4690-PKDQG,Female,66,Yes,0,San Diego,92102,32.716007,-117.117462,Stayed
4692-NNQRU,Female,49,Yes,0,Cloverdale,95425,38.801936,-122.938935,Stayed
4693-VWVBO,Female,60,No,0,Valley Springs,95252,38.156971,-120.849231,Joined
4694-PHWFW,Female,26,No,3,San Francisco,94105,37.789168,-122.395009,Stayed
4695-VADHF,Male,53,Yes,0,Oakland,94606,37.792489,-122.244314,Churned
4695-WJZUE,Female,68,No,0,Irvine,92606,33.703976,-117.824172,Churned
4697-LUPSU,Male,22,Yes,0,Grover Beach,93433,35.120833,-120.61843,Joined
4698-KVLLG,Female,66,No,0,San Quentin,94964,37.942551,-122.491642,Stayed
4700-UBQMV,Male,42,Yes,3,Stockton,95206,37.902422,-121.440029,Stayed
4701-AHWMW,Male,30,Yes,0,Susanville,96130,40.559177,-120.612113,Churned
4701-LKOZD,Female,64,No,0,Foresthill,95631,39.031876,-120.811141,Stayed
4701-MLJPN,Male,60,No,0,Fresno,93702,36.739385,-119.753649,Churned
4702-HDRKD,Male,30,No,0,Knights Landing,95645,38.875508,-121.765866,Stayed
4702-IOQDC,Female,58,No,0,Gustine,95322,37.147198,-121.120161,Churned
4703-MQYKT,Male,43,No,0,Escondido,92025,33.081478,-117.033814,Stayed
4704-ERYFC,Female,19,Yes,0,Knights Landing,95645,38.875508,-121.765866,Churned
4706-AXVKM,Female,78,No,0,Stevenson Ranch,91381,34.364153,-118.615583,Churned
4706-DGAHW,Male,73,No,0,California Hot Springs,93207,35.865795,-118.69759,Joined
4707-MAXGU,Male,36,Yes,0,Canyon Country,91351,34.422519,-118.420717,Stayed
4707-YNOQA,Female,57,Yes,1,Burnt Ranch,95527,40.854512,-123.450097,Stayed
4709-LKHYG,Female,23,Yes,0,Tarzana,91356,34.157137,-118.548511,Stayed
4710-FDUIZ,Male,50,Yes,0,Santa Ana,92707,33.714829,-117.872941,Churned
4710-NKCAW,Male,42,Yes,2,El Cajon,92019,32.785165,-116.862648,Stayed
4712-AUQZO,Male,53,No,0,Pinole,94564,37.996462,-122.293716,Stayed
4712-UYOOI,Female,21,Yes,3,Santa Cruz,95060,36.993451,-122.098858,Stayed
4713-LZDRV,Female,80,No,0,Malibu,90263,34.037037,-118.705803,Churned
4713-ZBURT,Male,33,No,2,Brisbane,94005,37.684694,-122.40712,Stayed
4716-HHKQH,Male,68,Yes,0,Pomona,91767,34.083086,-117.737997,Stayed
4716-MRVEN,Female,30,No,0,Parlier,93648,36.622237,-119.521126,Stayed
4717-GHADL,Female,39,No,0,Callahan,96014,41.388397,-122.794636,Stayed
4718-DHSMV,Female,22,No,0,Llano,93544,34.500091,-117.765862,Stayed
4718-WXBGI,Male,21,Yes,1,Twain Harte,95383,38.107441,-120.230625,Stayed
4719-UMSIY,Male,52,No,2,Lake Arrowhead,92352,34.2565,-117.19335,Stayed
4720-VSTSI,Female,54,No,0,Monterey Park,91754,34.050322,-118.147037,Churned
4723-BEGSG,Male,35,Yes,0,Corona,92881,33.833686,-117.513063,Stayed
4724-WXVWF,Male,28,No,0,Earp,92242,34.137742,-114.36514,Stayed
4726-DLWQN,Male,69,No,0,Live Oak,95953,39.258746,-121.77697,Stayed
4727-MCYZG,Male,23,No,0,Union City,94587,37.59485,-122.051521,Joined
4729-XKASR,Male,56,No,3,San Jose,95123,37.238758,-121.828375,Churned
4730-AWNAU,Male,59,Yes,0,Lower Lake,95457,38.925545,-122.549083,Stayed
4732-RRJZC,Male,31,Yes,1,Bridgeville,95526,40.372532,-123.525626,Stayed
4735-ASGMA,Male,55,No,0,Carnelian Bay,96140,39.227434,-120.091806,Churned
4735-BJKOU,Female,33,No,0,Los Angeles,90039,34.110845,-118.259595,Stayed
4737-AQCPU,Male,39,Yes,0,Los Angeles,90022,34.02381,-118.156582,Stayed
4737-HOBAX,Male,51,Yes,0,Penngrove,94951,38.325599,-122.642352,Stayed
4741-WWJQZ,Female,49,Yes,0,Forestville,95436,38.499302,-122.92444,Joined
4742-DRORA,Male,59,Yes,0,Mecca,92254,33.543835,-115.993906,Stayed
4742-TXUEX,Female,24,Yes,3,Rialto,92376,34.109775,-117.378904,Stayed
4745-LSPLO,Male,22,No,0,San Diego,92111,32.805518,-117.169052,Churned
4747-LCAQL,Male,28,No,0,Los Angeles,90037,34.002642,-118.287596,Stayed
4749-OJKQU,Female,36,No,0,San Jose,95132,37.424655,-121.74841,Stayed
4749-VFKVB,Female,47,No,0,Inverness,94937,38.099323,-122.945723,Churned
4750-UKWJK,Female,77,Yes,0,Gilroy,95020,37.03889,-121.528955,Stayed
4750-ZRXIU,Female,68,No,0,Palo Alto,94304,37.386978,-122.177746,Churned
4751-ERMAN,Male,43,Yes,0,Gazelle,96034,41.411315,-122.697236,Stayed
4753-PADAS,Female,23,Yes,0,Bieber,96009,41.083464,-121.107929,Stayed
4759-PXTAN,Female,34,Yes,0,Potter Valley,95469,39.408634,-123.045516,Stayed
4759-TRPLW,Male,40,No,0,Long Beach,90822,33.778436,-118.118648,Churned
4760-THGOT,Female,33,Yes,0,San Jose,95134,37.42765,-121.945416,Stayed
4760-XOHVN,Female,54,Yes,2,Myers Flat,95554,40.267158,-123.805913,Churned
4763-PGDPO,Female,19,No,0,Sacramento,95831,38.494832,-121.529447,Churned
4765-OXPPD,Female,20,Yes,0,Ventura,93003,34.279221,-119.221437,Churned
4767-HZZHQ,Male,32,Yes,3,Redondo Beach,90277,33.830453,-118.384565,Stayed
4770-QAZXN,Female,42,No,0,Tomales,94971,38.240769,-122.901041,Stayed
4770-UEZOX,Male,19,No,0,Fallbrook,92028,33.362575,-117.299644,Joined
4774-HHGGS,Male,64,Yes,0,Janesville,96114,40.294034,-120.512622,Stayed
4776-XSKYQ,Female,48,Yes,1,Laguna Hills,92653,33.606899,-117.717854,Stayed
4778-IZARL,Male,46,Yes,0,New Cuyama,93254,34.956577,-119.750142,Stayed
4779-ZGICK,Male,39,Yes,1,Los Angeles,90057,34.061918,-118.277939,Stayed
4781-ZXYGU,Male,25,Yes,2,Sausalito,94965,37.848641,-122.515692,Joined
4782-OSFXZ,Female,72,Yes,0,Lodi,95242,38.128087,-121.4078,Stayed
4785-FCIFB,Female,20,Yes,0,Forest Falls,92339,34.067699,-116.903891,Stayed
4785-NKHCX,Male,65,No,0,O Neals,93645,37.140104,-119.657092,Stayed
4785-QRJHC,Male,80,Yes,0,San Francisco,94132,37.722302,-122.491129,Churned
4786-UKSNZ,Male,45,No,0,Clayton,94517,37.881842,-121.848111,Churned
4789-KWMXN,Male,42,Yes,0,Tuolumne,95379,37.939768,-120.188002,Churned
4791-QRGMF,Male,33,Yes,0,Miranda,95553,40.210895,-123.86,Churned
4795-KTRTH,Female,68,Yes,0,San Diego,92122,32.85723,-117.209774,Churned
4795-UXVCJ,Male,63,No,0,Gonzales,93926,36.52588,-121.396719,Stayed
4795-WRNVT,Female,32,No,0,Pomona,91768,34.067932,-117.785168,Stayed
4797-AXPXK,Female,64,No,2,Lompoc,93436,34.601055,-120.382917,Churned
4797-MIWUM,Male,22,Yes,3,Goleta,93117,34.489983,-120.091246,Stayed
4800-CZMPC,Female,24,Yes,0,Delano,93215,35.772244,-119.209689,Churned
4800-VHZKI,Female,59,No,0,San Diego,92122,32.85723,-117.209774,Churned
4801-JZAZL,Female,32,Yes,2,Angelus Oaks,92305,34.1678,-116.86433,Stayed
4801-KFYKL,Male,28,No,3,Granada Hills,91344,34.291273,-118.505104,Stayed
4803-AXVYP,Female,75,No,0,Butte City,95920,39.449794,-121.936372,Churned
4803-LBYPN,Male,44,Yes,1,Orange,92868,33.787796,-117.875928,Stayed
4804-NCPET,Male,32,Yes,3,Clearlake,95422,38.965804,-122.631779,Stayed
4806-DXQCE,Female,77,Yes,0,Santa Monica,90404,34.026334,-118.474222,Stayed
4806-HIPDW,Female,64,Yes,0,Calimesa,92320,33.982787,-117.057627,Churned
4806-KEXQR,Male,27,No,0,Lockeford,95237,38.166791,-121.14207,Churned
4807-IZYOZ,Female,25,No,0,North Palm Springs,92258,33.906496,-116.569499,Stayed
4808-YNLEU,Female,51,Yes,0,Maywood,90270,33.988572,-118.186565,Stayed
4811-JBUVU,Male,62,No,0,Sherman Oaks,91423,34.146957,-118.432138,Stayed
4813-HQMGZ,Female,54,Yes,0,Ducor,93218,35.846067,-119.004073,Stayed
4815-GBTCD,Female,55,Yes,0,Wishon,93669,37.287758,-119.548156,Stayed
4815-TUMEQ,Female,25,No,0,Lynwood,90262,33.923573,-118.200669,Stayed
4815-YOSUK,Male,22,Yes,2,Aliso Viejo,92656,33.571259,-117.731917,Stayed
4816-JBHOV,Male,72,No,0,Los Angeles,90044,33.952714,-118.292061,Churned
4816-LXZYW,Female,51,No,0,Long Beach,90810,33.819814,-118.222416,Churned
4816-OKWNX,Male,38,Yes,1,Los Angeles,90034,34.030578,-118.399613,Stayed
4817-KEQSP,Female,43,Yes,2,Temecula,92592,33.507255,-117.029473,Stayed
4817-QRJSX,Female,46,No,0,Clovis,93612,36.814539,-119.711868,Churned
4817-VYYWS,Female,21,No,0,Silverado,92676,33.782346,-117.635263,Churned
4818-DRBQT,Male,29,Yes,0,Farmersville,93223,36.29878,-119.201028,Churned
4818-QIUFN,Female,69,No,0,Desert Hot Springs,92241,33.832799,-116.250973,Churned
4819-HJPIW,Male,32,No,0,Avery,95224,38.208336,-120.339938,Stayed
4821-SJHJV,Female,25,Yes,3,Calipatria,92233,33.143826,-115.497485,Stayed
4821-WQOYN,Female,25,Yes,2,Little River,95456,39.245911,-123.77214,Stayed
4822-LPTYJ,Male,38,Yes,0,Los Angeles,90021,34.029043,-118.239504,Stayed
4822-NGOCH,Female,60,No,0,Sacramento,95831,38.494832,-121.529447,Churned
4822-RVYBB,Male,75,No,0,Berkeley,94704,37.871416,-122.246597,Churned
4822-YCXMX,Male,64,No,0,Fresno,93705,36.78724,-119.827813,Churned
4824-GUCBY,Female,77,No,0,San Francisco,94127,37.736535,-122.45732,Stayed
4825-FUREZ,Male,49,Yes,0,San Jose,95148,37.339533,-121.777179,Stayed
4825-XJGDM,Female,59,No,0,Mccloud,96057,41.251322,-122.105209,Stayed
4826-DXMUP,Male,23,No,2,Mountain View,94041,37.388349,-122.075299,Stayed
4826-TZEVA,Female,50,No,0,O Neals,93645,37.140104,-119.657092,Stayed
4826-XTSOH,Male,66,Yes,0,Moss Landing,95039,36.863303,-121.781632,Churned
4827-DPADN,Female,28,Yes,3,Los Angeles,90032,34.078821,-118.177576,Stayed
4827-LTQRJ,Female,70,Yes,2,Shasta,96087,40.617614,-122.512861,Stayed
4827-USJHP,Male,45,No,0,Glendale,91208,34.195386,-118.238508,Stayed
4828-FAZPK,Female,30,Yes,2,Inglewood,90301,33.956445,-118.358634,Stayed
4829-AUOAX,Female,57,No,0,Los Angeles,90014,34.043144,-118.251977,Churned
4829-ZLJTK,Female,80,Yes,0,Penngrove,94951,38.325599,-122.642352,Stayed
4830-FAXFM,Male,62,No,2,Korbel,95550,40.7666,-123.80458,Stayed
4831-EOBFE,Male,43,Yes,0,Mountain Ranch,95246,38.264262,-120.515133,Churned
4832-VRBMR,Male,65,Yes,0,Parker Dam,92267,34.273872,-114.192901,Stayed
4833-QTJNO,Male,66,Yes,0,Coulterville,95311,37.722127,-120.110174,Stayed
4835-YSJMR,Male,59,No,0,Ceres,95307,37.553469,-120.952825,Stayed
4836-WNFNO,Female,56,Yes,0,Los Angeles,90032,34.078821,-118.177576,Stayed
4837-PZTIC,Female,54,No,0,Torrance,90504,33.867257,-118.330794,Stayed
4837-QUSFT,Female,35,Yes,0,Oakley,94561,37.999406,-121.686241,Stayed
4840-ORQXB,Female,67,No,0,Sierra Madre,91024,34.168686,-118.057505,Stayed
4844-JJWUY,Female,65,No,0,San Francisco,94121,37.776718,-122.495781,Churned
4846-WHAFZ,Female,80,Yes,1,Whittier,90602,33.972119,-118.020188,Churned
4847-QNOKA,Female,30,No,0,Modesto,95355,37.672906,-120.946594,Churned
4847-TAJYI,Female,77,No,0,Chula Vista,91911,32.607964,-117.059459,Stayed
4849-PYRLQ,Female,80,No,0,Fremont,94536,37.572273,-121.964583,Stayed
4851-BQDNX,Male,56,Yes,1,Oxnard,93035,34.18454,-119.224666,Stayed
4853-OITSN,Male,33,Yes,0,Oakland,94606,37.792489,-122.244314,Stayed
4853-RULSV,Male,25,No,0,Miramonte,93641,36.696759,-119.024051,Churned
4854-CIDCF,Female,74,No,0,Los Angeles,90065,34.108833,-118.229715,Joined
4854-SSLTN,Male,49,Yes,4,Torrance,90502,33.833181,-118.292062,Joined
4855-SNKMY,Female,31,No,0,Los Angeles,90024,34.066303,-118.435479,Churned
4859-ZSRDZ,Female,58,Yes,0,Vacaville,95687,38.333133,-121.920151,Stayed
4860-IJUDE,Male,34,No,0,Ripon,95366,37.750778,-121.13238,Stayed
4860-YZGZM,Male,27,No,0,San Jose,95128,37.316146,-121.936285,Stayed
4868-AADLV,Male,77,Yes,2,Durham,95938,39.607831,-121.777959,Stayed
4869-EPIUS,Male,37,Yes,0,San Rafael,94901,37.972662,-122.491452,Stayed
4871-JTKJF,Female,70,No,0,Selma,93662,36.545322,-119.642281,Churned
4872-JCVCA,Female,44,Yes,0,Desert Hot Springs,92241,33.832799,-116.250973,Stayed
4872-VXRIL,Male,22,No,0,Lancaster,93536,34.741406,-118.38111,Stayed
4873-ILOLJ,Male,64,No,0,Sunol,94586,37.587494,-121.862856,Churned
4877-EVATK,Male,30,No,0,Elk,95432,39.108252,-123.645121,Churned
4877-TSOFF,Female,41,Yes,3,Morongo Valley,92256,34.097863,-116.594561,Stayed
4878-BUNFV,Male,59,Yes,1,Oakland,94621,37.750553,-122.197175,Stayed
4879-GZLFH,Female,33,Yes,3,Buena Park,90621,33.874224,-117.993368,Stayed
4881-GQJTW,Male,64,No,0,Taylorsville,95983,40.053684,-120.743116,Stayed
4881-JVQOD,Male,73,Yes,3,Oxnard,93030,34.223244,-119.18012,Stayed
4883-KCPZJ,Female,30,Yes,3,Deer Park,94576,38.554383,-122.474773,Stayed
4883-QICIH,Male,37,Yes,0,Bodega Bay,94923,38.377165,-123.037957,Churned
4884-LEVMQ,Male,39,Yes,0,Valley Springs,95252,38.156971,-120.849231,Stayed
4884-TVUQF,Female,80,No,0,Occidental,95465,38.415003,-122.998726,Stayed
4884-ZTHVF,Female,80,No,0,Santa Cruz,95065,37.031404,-121.981865,Stayed
4890-VMUAV,Male,46,No,0,Alpine,91901,32.827184,-116.703729,Stayed
4891-NLUBA,Female,46,Yes,3,Paynes Creek,96075,40.343213,-121.815412,Stayed
