Customer ID,Churn Category,Churn Reason
2865-TCHJW,Competitor,Competitor had better devices
2866-IKBTM,,
2867-UIMSS,Dissatisfaction,Product dissatisfaction
2868-LLSKM,,
2868-MZAGQ,Dissatisfaction,Service dissatisfaction
2868-SNELZ,Competitor,Competitor made better offer
2869-ADAWR,Dissatisfaction,Poor expertise of online support
2873-ZLIWT,Competitor,Competitor made better offer
2874-YXVVA,,
2876-GZYZC,,
2876-VBBBL,Attitude,Attitude of support person
2877-VDUER,,
2878-DHMIN,,
2878-RMWXY,,
2880-FPNAE,,
2882-DDZPG,,
2882-WDTBA,,
2883-ILGWO,,
2884-GBPFB,Other,Moved
2885-HIJDH,,
2886-KEFUM,Attitude,Attitude of support person
2887-JPYLU,,
2888-ADFAO,,
2889-FPWRM,Competitor,Competitor offered higher download speeds
2890-WFBHU,,
2892-GESUL,,
2894-QOJRX,Competitor,Competitor had better devices
2896-TBNBE,,
2897-DOVND,,
2898-LSJGD,Attitude,Attitude of service provider
2898-MRKPI,,
2900-PHPLN,,
2903-YYTBW,,
2904-GGUAZ,,
2905-KFQUV,,
2907-ILJBN,,
2908-WGAXL,,
2908-ZTPNF,,
2911-IJORQ,,
2911-UREFD,Dissatisfaction,Lack of self-service on Website
2911-WDXMV,,
2916-BQZLN,,
2919-HBCJO,Other,Moved
2920-RNCEZ,,
2921-XWDJH,,
2923-ARZLG,,
2924-KHUVI,,
2925-MXLSX,,
2925-VDZHY,,
2926-JEJJC,,
2927-CVULT,,
2927-QRRQV,,
2928-HLDBA,,
2929-ERCFZ,Competitor,Competitor had better devices
2929-QNSRW,Competitor,Competitor made better offer
2930-UOTMB,Competitor,Competitor offered higher download speeds
2931-FSOHN,,
2931-SVLTV,,
2931-VUVJN,,
2931-XIQBR,,
2933-FILNV,Dissatisfaction,Lack of self-service on Website
2933-XEUJM,,
2937-FTHUR,,
2946-KIQSP,,
2947-DOMLJ,Dissatisfaction,Service dissatisfaction
2951-QOQTK,Competitor,Competitor offered higher download speeds
2952-QAYZF,Competitor,Competitor had better devices
2954-PIBKO,,
2955-BJZHG,Competitor,Competitor had better devices
2955-PSXOE,Price,Price too high
2956-GGUCQ,Attitude,Attitude of service provider
2957-JIRMN,,
2957-LOLHO,Competitor,Competitor made better offer
2958-NHPPS,,
2959-EEXWB,,
2959-FENLU,,
2959-MJHIC,Dissatisfaction,Product dissatisfaction
2960-NKRSO,,
2961-VNFKL,,
2962-XPMCQ,Competitor,Competitor offered higher download speeds
2967-MXRAV,,
2968-SSGAA,Competitor,Competitor offered more data
2969-QWUBZ,,
2969-VAPYH,,
2969-WGHQO,,
2971-SGAFL,,
2972-YDYUW,,
2974-GGUXS,,
2977-CEBSX,,
2978-XXSOG,,
2979-SXESE,Other,Moved
2982-IHMFT,Competitor,Competitor made better offer
2982-VPSGI,Competitor,Competitor made better offer
2983-ZANRP,Competitor,Competitor had better devices
2984-AFWNC,,
2984-MIIZL,Dissatisfaction,Network reliability
2984-RGEYA,,
2984-TBYKU,,
2985-FMWYF,,
2985-JUUBZ,,
2987-BJXIK,,
2988-GBIVW,,
2988-PLAHS,,
2988-QRAJY,,
2990-HWIML,Competitor,Competitor had better devices
2990-IAJSV,,
2990-OGYTD,,
2995-UPRYS,Other,Moved
2995-YWTCD,,
2996-XAUVF,,
2999-AANRQ,,
3001-CBHLQ,Attitude,Attitude of support person
3001-UNBTL,,
3002-WQZWT,,
3003-CMDUU,,
3005-NFMTA,Price,Price too high
3005-TYFRD,,
3006-XIMLN,Dissatisfaction,Lack of self-service on Website
3007-FDPEA,,
3009-JWMPU,Attitude,Attitude of service provider
3011-WQKSZ,,
3012-VFFMN,,
3014-WJKSM,,
3016-KSVCP,,
3018-TFTSU,Dissatisfaction,Poor expertise of phone support
3021-VLNRJ,,
3022-BEXHZ,,
3023-GFLBR,Attitude,Attitude of service provider
3026-ATZYV,,
3027-YNWZU,,
3027-ZTDHO,Other,Don't know
3030-YDNRM,,
3030-YZADT,Competitor,Competitor had better devices
3030-ZKIWL,,
3034-ZBEQN,Dissatisfaction,Product dissatisfaction
3038-PQIUY,,
3039-MJSLN,,
3043-SUDUA,,
3043-TYBNO,,
3045-XETSH,Competitor,Competitor offered more data
3049-NDXFL,Competitor,Competitor made better offer
3049-SOLAY,Competitor,Competitor made better offer
3050-GBUSH,,
3050-RLLXC,,
3055-MJDSB,,
3055-OYMSE,,
3055-VTCGS,,
3057-VJJQE,,
3058-HJCUY,Competitor,Competitor had better devices
3058-WQDRE,,
3059-NGMXB,,
3061-BCKYI,,
3062-ICYZQ,,
3063-QFSZL,Competitor,Competitor had better devices
3066-RRJIO,Competitor,Competitor made better offer
3067-SVMTC,,
3068-OMWZA,Competitor,Competitor made better offer
3069-SSVSN,,
3070-BDOQC,,
3070-DVEYC,Attitude,Attitude of support person
3070-FNFZQ,,
3071-MVJCD,,
3071-VBYPO,,
3074-GQWYX,Competitor,Competitor made better offer
3077-RSNTJ,,
3078-ZKNTS,,
3079-BCHLN,,
3082-VQXNH,,
3082-WQRVY,,
3082-YVEKW,,
3084-DOWLE,,
3085-QUOZK,Attitude,Attitude of service provider
3086-RUCRN,,
3088-FVYWK,,
3088-LHEFH,,
3090-HAWSU,Competitor,Competitor offered more data
3090-LETTY,,
3090-QFUVD,,
3091-FYHKI,Dissatisfaction,Network reliability
3092-IGHWF,Competitor,Competitor made better offer
3094-JOJAI,,
3096-GKWEB,,
3096-IZETN,Attitude,Attitude of support person
3096-JRDSO,Competitor,Competitor made better offer
3096-WPXBT,,
3096-YXENJ,,
3097-FQTVJ,,
3097-IDVPU,,
3097-NNSPB,Competitor,Competitor had better devices
3097-NQYSN,Competitor,Competitor had better devices
3097-PYWXL,,
3099-OONVS,,
3104-OWCGK,Other,Moved
3106-ULWFW,Competitor,Competitor had better devices
3108-PCCGG,,
3113-IWHLC,,
3115-CZMZD,,
3115-JPJDD,,
3118-UHVVQ,,
3120-FAZKD,,
3125-RAHBV,,
3126-WQMGH,,
3128-YOVTD,,
3129-AAQOU,,
3130-ICDUP,,
3131-NWVFJ,,
3132-TVFDZ,Attitude,Attitude of support person
3133-PZNSR,,
3134-DSHVC,,
3137-LUPIX,,
3137-NYQQI,,
3138-BKYAV,Attitude,Attitude of service provider
3143-ILDAL,Attitude,Attitude of support person
3143-JQEGI,Competitor,Competitor made better offer
3144-AUDBS,Competitor,Competitor had better devices
3144-KMTWZ,,
3146-JTQHR,,
3146-MSEGF,,
3148-AOIQT,,
3148-BLQJT,Competitor,Competitor made better offer
3154-CFSZG,,
3154-HMWUU,,
3156-QLHBO,,
3158-MOERK,Competitor,Competitor offered more data
3160-TYXLT,,
3161-GETRM,,
3161-ONRWK,,
3162-KKZXO,,
3162-ZJZFU,,
3164-AALRN,Competitor,Competitor had better devices
3164-YAXFY,,
3165-HDOEW,Other,Don't know
3166-PNEOF,,
3167-SNQPL,,
3170-GWYKC,,
3170-NMYVV,,
3173-NVMPX,,
3173-WSSUE,,
3174-AKMAS,,
3174-RKMOW,,
3177-LASXD,Dissatisfaction,Poor expertise of phone support
3178-CIFOT,,
3178-FESZO,Other,Don't know
3179-GBRWV,,
3181-MIZBN,,
3181-VTHOE,,
3186-AJIEK,,
3186-BAXNB,Attitude,Attitude of service provider
3190-FZATL,,
3190-ITQXP,,
3190-XFANI,Competitor,Competitor offered more data
3191-CSNMG,,
3192-LNKRK,,
3192-NQECA,Competitor,Competitor had better devices
3194-ORPIK,Competitor,Competitor had better devices
3195-TQDZX,,
3196-NVXLZ,,
3197-ARFOY,,
3197-NNYNB,,
3198-VELRD,Competitor,Competitor had better devices
3199-NPKCN,,
3199-XGZCY,,
3200-MNQTF,,
3205-MXZRA,,
3207-OYBWH,Attitude,Attitude of support person
3208-YPIOE,Competitor,Competitor made better offer
3209-ZPKFI,,
3211-AAPKX,,
3211-ILJTT,Competitor,Competitor had better devices
3212-KXOCR,,
3213-VVOLG,,
3214-IYUUQ,,
3217-FZDMN,Competitor,Competitor had better devices
3219-JQRSL,,
3221-CJMSG,,
3223-DWFIO,,
3223-WZWJM,Competitor,Competitor offered higher download speeds
3224-DFQNQ,,
3227-WLKLI,,
3229-USWAR,,
3230-IUALN,,
3230-JCNZS,,
3230-WYKIR,Dissatisfaction,Product dissatisfaction
3234-VKACU,,
3235-ETOOB,Competitor,Competitor made better offer
3237-AJGEH,Dissatisfaction,Poor expertise of online support
3239-TPHPZ,,
3243-ZHOHY,,
3244-CQPHU,,
3244-DCJWY,Competitor,Competitor had better devices
3247-MHJKM,,
3247-ZVOUO,Attitude,Attitude of support person
3249-VHRIP,,
3249-ZPQRG,Competitor,Competitor made better offer
3251-YMVWZ,,
3253-HKOKL,,
3254-YRILK,Competitor,Competitor had better devices
3255-GRXMG,,
3256-EZDBI,,
3258-SANFR,,
3258-SYSWS,,
3258-ZKPAI,,
3259-FDWOY,Competitor,Competitor offered higher download speeds
3259-KNMRR,,
3259-QMXUN,,
3261-CQXOL,,
3262-EIDHV,,
3266-FTKHB,,
3269-ATYWD,Other,Don't know
3272-VUHPV,,
3274-NSDWE,,
3275-RHRNE,,
3276-HDUEG,Competitor,Competitor made better offer
3278-FSIXX,,
3279-DYZQM,,
3280-MRDOF,,
3280-NMUVX,,
3282-ZISZV,,
3283-WCWXT,,
3284-SVCRO,,
3285-UCQVC,Other,Don't know
3292-PBZEJ,,
3295-YVUSR,,
3296-SILRA,Attitude,Attitude of support person
3298-QEICA,,
3301-LSLWQ,,
3301-VKTGC,,
3307-TLCUD,,
3308-DGHKL,,
3308-JSGML,,
3308-MHOOC,,
3312-UUMZW,,
3312-ZWLGF,,
3313-QKNKB,Competitor,Competitor offered more data
3315-IKYZQ,,
3315-TOTBP,Dissatisfaction,Lack of self-service on Website
3316-UWXUY,,
3317-HRTNN,Competitor,Competitor made better offer
3317-VLGQT,,
3318-ISQFQ,,
3318-NMQXL,,
3318-OSATS,Other,Don't know
3319-DWOEP,Competitor,Competitor made better offer
3320-VEOYC,,
3323-CPBWR,,
3324-OIRTO,,
3325-FUYCG,Dissatisfaction,Service dissatisfaction
3327-YBAKM,,
3329-WDIOK,Dissatisfaction,Poor expertise of online support
3331-HQDTW,Competitor,Competitor made better offer
3334-CTHOL,Competitor,Competitor had better devices
3336-JORSO,Dissatisfaction,Product dissatisfaction
3338-CVVEH,,
3339-EAQNV,,
3340-QBBFM,,
3345-JHUEO,,
3345-PBBFH,,
3346-BRMIS,Dissatisfaction,Service dissatisfaction
3347-YJZZE,,
3348-CFRNX,Price,Lack of affordable download/upload speed
3349-ANQNH,,
3351-NGXYI,,
3351-NQLDI,Price,Long distance charges
3352-ALMCK,,
3352-RICWQ,,
3354-OADJP,,
3359-DSRKA,,
3363-DTIVD,,
3363-EWLGO,,
3365-SAIGS,,
3370-GQEAL,,
3370-HXOPH,,
3372-CDXFJ,,
3372-KWFBM,Dissatisfaction,Network reliability
3373-DIUUN,,
3373-YZZYM,,
3374-LXDEV,Competitor,Competitor had better devices
3374-PZLXD,,
3374-TTZTK,,
3376-BMGFE,Dissatisfaction,Product dissatisfaction
3378-AJRAO,,
3384-CTMSF,,
3387-PLKUI,,
3387-VATUS,Attitude,Attitude of service provider
3389-KTRXV,,
3389-YGYAI,Price,Price too high
3391-JSQEW,,
3392-EHMNK,,
3393-FMZPV,Price,Extra data charges
3396-DKDEL,,
3397-AVTKU,,
3398-FSHON,Competitor,Competitor made better offer
3398-GCPMU,,
3398-ZOUAA,Attitude,Attitude of support person
3399-BMLVW,,
3400-ESFUW,Competitor,Competitor offered more data
3401-URHDA,,
3402-XRIUO,,
3404-JNXAX,,
3407-JMJQQ,,
3407-QGWLG,,
3410-MHHUM,,
3410-YOQBQ,,
3411-WLRSQ,,
3413-BMNZE,,
3413-CSSTH,,
3413-DHLPB,,
3415-TAILE,Competitor,Competitor had better devices
3417-TSCIC,,
3419-SNJJD,Attitude,Attitude of support person
3420-YJLQT,,
3420-ZDBMA,,
3422-GALYP,,
3422-LYEPQ,Attitude,Attitude of support person
3422-WJOYD,,
3423-HHXAO,,
3424-NMNBO,Competitor,Competitor made better offer
3426-NIYYL,Attitude,Attitude of support person
3427-GGZZI,,
3428-MMGUB,,
3428-XZMAZ,Price,Long distance charges
3429-IFLEM,,
3439-GVUSX,,
3440-JPSCL,Competitor,Competitor offered higher download speeds
3441-CGZJH,,
3442-ZHHCC,,
3445-HXXGF,Dissatisfaction,Service dissatisfaction
3446-QDSZF,,
3450-WXOAT,,
3451-VAWLI,,
3452-ABWRL,,
3452-FLHYD,,
3452-GWUIN,,
3452-SRFEG,,
3453-RTHJQ,,
3454-JFUBC,,
3457-PQBYH,,
3458-IDMFK,,
3460-TJBWI,,
3462-BJQQA,,
3466-BYAVD,,
3466-RITXD,,
3466-WAESX,,
3468-DRVQJ,,
3470-BTGQO,,
3470-OBUET,,
3472-OAOOR,,
3472-QPRCH,,
3473-XIIIT,Competitor,Competitor had better devices
3474-BAFSJ,,
3481-JHUZH,,
3482-ABPKK,,
3486-HOOGQ,,
3486-KHMLI,,
3486-NPGST,,
3487-EARAT,,
3488-PGMQJ,Dissatisfaction,Poor expertise of online support
3489-HHPFY,,
3489-VSFRD,,
3494-JCHRQ,Attitude,Attitude of support person
3496-LFSZU,,
3498-LZGQZ,,
3500-NSDOA,,
3500-RMZLT,Attitude,Attitude of support person
3503-TYDAY,,
3506-LCJDC,Price,Long distance charges
3506-OVLKD,,
3507-GASNP,,
3508-CFVZL,,
3508-VLHCZ,,
3509-GWQGF,,
3511-APPBJ,,
3511-BFTJW,,
3512-IZIKN,Dissatisfaction,Product dissatisfaction
3518-FSTWG,,
3518-PZXZQ,,
3519-ZKXGG,Competitor,Competitor offered more data
3520-FJGCV,,
3521-HTQTV,,
3521-MNKLV,,
3521-SYVOR,Attitude,Attitude of support person
3522-CDKHF,,
3523-BRGUW,,
3523-QRQLL,Competitor,Competitor offered more data
3524-WQDSG,,
3525-DVKFN,,
3528-HFRIQ,,
3530-CRZSB,,
3530-VWVGU,,
3533-UVMOM,,
3536-IQCTX,Competitor,Competitor had better devices
3537-HPKQT,,
3537-RYBHH,,
3538-WZPHD,Competitor,Competitor had better devices
3540-RZJYU,Dissatisfaction,Lack of self-service on Website
3541-ZNUHK,,
3544-FBCAS,,
3545-CNWRG,,
3546-GHEAE,,
3547-LQRIK,,
3549-ZTMNH,,
3550-SAHFP,Price,Price too high
3551-GAEGL,,
3551-HUAZH,Price,Price too high
3552-CTCYF,,
3556-BVQGL,,
3557-HTYWR,,
3563-SVYLG,,
3565-UNOCC,Competitor,Competitor offered higher download speeds
3566-CAAYU,,
3566-HJGPK,,
3566-VVORZ,,
3567-PQTSO,,
3569-EDBPQ,,
3569-JFODW,,
3569-VLDHH,,
3570-YUEKJ,,
3571-DPYUH,,
3571-RFHAR,Attitude,Attitude of support person
3572-UOLYZ,,
3572-UUHRS,,
3577-AMVUX,,
3580-GICBM,,
3580-HYCSP,,
3580-REOAC,Competitor,Competitor made better offer
3583-EKAPL,Competitor,Competitor had better devices
3583-KRKMD,,
3584-WKTTW,,
3585-ISXZP,Attitude,Attitude of support person
3585-YNADK,,
3587-PMCOY,,
3588-WSTTJ,,
3589-PPVKW,,
3590-TCXTB,,
3594-BDSOA,,
3594-IVHJZ,,
3594-KADLU,,
3594-UVONA,Price,Extra data charges
3597-MVHJT,,
3597-YASZG,,
3604-WLABM,,
3605-JISKB,,
3606-SBKRY,,
3606-TWKGI,Competitor,Competitor had better devices
3612-YUNGG,,
3612-YVGSJ,,
3617-XLSGQ,,
3620-EHIMZ,,
3620-MWJNE,,
3621-CEOVK,Dissatisfaction,Service dissatisfaction
3621-CHYVB,,
3623-FQBOX,,
3627-FCRDW,Competitor,Competitor offered more data
3627-FHKBK,Competitor,Competitor had better devices
3629-WEAAM,,
3629-ZNKXA,,
3633-CDBUW,,
3635-JBPSG,,
3635-QQRQD,,
3638-DIMPH,,
3638-VBZTA,,
3638-WEABW,,
3639-XJHKQ,,
3640-JQGJG,,
3640-PHQXK,Dissatisfaction,Service dissatisfaction
3642-BYHDO,,
3642-GKTCT,,
3643-AHCFP,Competitor,Competitor made better offer
3644-QXEHN,,
3645-DEYGF,,
3646-ITDGM,,
3647-GMGDH,Attitude,Attitude of support person
3648-GZPHF,,
3649-JPUGY,,
3653-NCRDJ,,
3654-ARMGP,,
3655-SNQYZ,,
3656-TKRVZ,Competitor,Competitor offered more data
3657-COGMW,,
3658-KIBGF,Dissatisfaction,Network reliability
3658-QQJYD,,
3662-FXJFO,,
3663-MITLP,Dissatisfaction,Lack of self-service on Website
3665-JATSN,,
3668-QPYBK,Competitor,Competitor made better offer
3669-LVWZB,Price,Long distance charges
3669-OYSJI,Attitude,Attitude of support person
3669-WHAFY,,
3671-SHRSP,Competitor,Competitor offered more data
3672-YITQD,Competitor,Competitor made better offer
3675-EQOZA,,
3675-YDUPJ,,
3677-IYRBF,Attitude,Attitude of support person
3677-TNKIO,Other,Don't know
3678-MNGZX,,
3679-XASPY,,
3680-CTHUH,,
3682-YEUWS,,
3683-QKIUE,Competitor,Competitor offered higher download speeds
3685-YLCMQ,Dissatisfaction,Service dissatisfaction
3688-FTHLT,,
3689-MOZGR,,
3692-JHONH,,
3694-DELSO,,
3694-GLTJM,,
3696-DFHHB,,
3696-XRIEN,,
3701-SFMUH,,
3703-KBKZP,,
3703-TTEPD,,
3703-VAVCL,Competitor,Competitor made better offer
3704-IEAXF,,
3705-PSNGL,Price,Long distance charges
3705-RHRFR,,
3707-GNWHM,Other,Don't know
3707-LRWZD,Other,Moved
3709-OIJEA,,
3712-PKXZA,,
3714-JTVOV,Attitude,Attitude of support person
3714-NTNFO,,
3714-XPXBW,,
3716-BDVDB,Competitor,Competitor made better offer
3716-LRGXK,,
3716-UVSPD,,
3717-FDJFU,,
3717-LNXKW,,
3717-OEAUQ,,
3717-OFRTN,,
3719-TDVQB,,
3720-DBRWL,,
3721-CNEYS,Dissatisfaction,Poor expertise of phone support
3721-CNZHX,,
3721-WKIIL,,
3722-WPXTK,Competitor,Competitor offered higher download speeds
3723-BFBGR,,
3724-BSCVH,,
3724-UCSHY,,
3726-TBHQT,,
3727-JEZTU,,
3727-OVPRY,,
3727-OWVYD,,
3727-RJMEO,Competitor,Competitor had better devices
3729-OWRVL,,
3733-LSYCE,,
3733-UOCWF,,
3733-ZEECP,,
3736-BLEPA,,
3737-GCSPV,Competitor,Competitor had better devices
3737-XBQDD,,
3739-YBWAB,,
3740-RLMVT,,
3744-ZBHON,,
3744-ZRRDZ,Dissatisfaction,Network reliability
3745-HRPHI,,
3746-EUBYR,Competitor,Competitor made better offer
3748-FVMZZ,,
3750-CKVKH,Other,Don't know
3750-RNQKR,,
3750-YHRYO,,
3751-KTZEL,Competitor,Competitor offered higher download speeds
3752-CQSJI,,
3753-TSEMP,Dissatisfaction,Product dissatisfaction
3754-DXMRT,Attitude,Attitude of support person
3755-JBMNH,Competitor,Competitor offered more data
3756-VNWDH,,
3757-NJYBX,Other,Moved
3758-CKOQL,,
3761-FLYZI,,
3763-GCZHZ,Competitor,Competitor offered more data
3764-MNMOI,,
3765-JXVKY,Competitor,Competitor offered more data
3766-EJLFL,,
3768-NLUBH,Dissatisfaction,Network reliability
3768-VHXQO,,
3769-MHZNV,,
3771-PZOBW,,
3774-VBNXY,,
3776-EKTKM,Dissatisfaction,Service dissatisfaction
3777-XROBG,,
3778-FOAQW,,
3779-OSWCF,,
3780-DDGSE,,
3780-YVMFA,,
3785-KTYSH,,
3785-NRHYR,,
3786-WOVKF,,
3787-TRIAL,,
3791-LGQCY,Attitude,Attitude of support person
3793-MMFUH,Competitor,Competitor made better offer
3794-NFNCH,,
3795-CAWEX,,
3795-GWTRD,,
3796-ENZGF,,
3797-FKOGQ,,
3797-VTIDR,Price,Price too high
3798-EPWRR,,
3799-ISUZQ,Dissatisfaction,Poor expertise of online support
3800-LYTRK,,
3801-HMYNL,Competitor,Competitor had better devices
3803-KMQFW,Attitude,Attitude of support person
3804-RVTGV,Price,Price too high
3806-DXQOM,Attitude,Attitude of service provider
3806-YAZOV,,
3807-BPOMJ,,
3807-XHCJH,,
3808-HFKDE,,
3810-DVDQQ,,
3810-PJUHR,,
3811-VBYBZ,Competitor,Competitor had better devices
3812-LRZIR,,
3813-DHBBB,,
3814-MLAXC,Dissatisfaction,Lack of self-service on Website
3815-SLMEF,Competitor,Competitor offered higher download speeds
3823-KYNQY,,
3824-RHKVR,,
3831-YCPUO,,
3834-XUIFC,Attitude,Attitude of support person
3836-FZSDJ,,
3838-OZURD,Competitor,Competitor had better devices
3841-CONLJ,,
3841-NFECX,,
3842-IYKUE,Competitor,Competitor offered more data
3842-QTGDL,,
3845-FXCYS,,
3845-JHAMY,,
3847-BAERP,,
3850-OKINF,,
3853-LYGAM,,
3855-ONCAR,,
3858-VOBET,Competitor,Competitor made better offer
3858-XHYJO,,
3859-CVCET,Competitor,Competitor had better devices
3863-IUBJR,Competitor,Competitor had better devices
3863-QSTYI,,
3865-QBWSJ,,
3865-YIOTT,,
3865-ZFZIB,,
3865-ZYKAD,,
3866-MDTUB,Attitude,Attitude of support person
3870-MQAMG,Competitor,Competitor had better devices
3870-SPZSI,,
3871-IKPYH,Other,Moved
3873-NFTGI,,
3873-WOSBC,,
3874-EQOEP,Competitor,Competitor had better devices
3877-JRJIP,Attitude,Attitude of support person
3878-AVSOQ,,
3882-IYOIJ,,
3884-HCSWG,Attitude,Attitude of support person
3884-UEBXB,,
3886-CERTZ,Competitor,Competitor had better devices
3887-PBQAO,,
3889-VWBID,,
3890-RTCMS,,
3891-NLXJB,,
3891-PUQOD,Dissatisfaction,Service dissatisfaction
3892-NXAZG,,
3893-JRNFS,,
3896-RCYYE,,
3896-ZVNET,,
3898-BSJYF,,
3898-GUYTS,,
3900-AQPHZ,Attitude,Attitude of support person
3902-FOIGH,Dissatisfaction,Product dissatisfaction
3902-MIVLE,,
3904-UKFRE,,
3908-BLSYF,Competitor,Competitor had better devices
3908-MKIMJ,,
3910-MRQOY,,
3911-RSNHI,,
3913-FCUUW,,
3913-RDSJZ,,
3914-FDRHP,,
3915-ODIYG,,
3916-NRPAP,,
3920-HIHMQ,,
3923-CSIHK,Dissatisfaction,Poor expertise of online support
3926-CUQZX,Other,Don't know
3926-YZVVX,,
3927-NLNRY,Other,Moved
3930-ZGWVE,,
3932-CMDTD,Dissatisfaction,Limited range of services
3932-IJWDZ,,
3933-DQPWX,,
3934-HXCFZ,Dissatisfaction,Service dissatisfaction
3935-TBRZZ,,
3936-QQFLL,,
3938-YFPXD,,
3941-XTSKM,,
3943-KDREE,Other,Don't know
3945-GFWQL,Price,Extra data charges
3946-JEWRQ,,
3946-MHCZW,Attitude,Attitude of support person
3948-FVVRP,,
3948-KXDUF,,
3948-XHGNA,Other,Don't know
3950-VPYJB,,
3951-NJCVI,,
3955-JBZZM,,
3956-CJUST,,
3956-MGXOG,,
3957-HHLMR,,
3957-LXOLK,Competitor,Competitor offered more data
3957-SQXML,,
3961-SXAXY,,
3963-RYFNS,,
3966-HRMZA,,
3967-KXAPS,,
3967-VQOGC,,
3969-GYXEL,,
3969-JQABI,,
3970-XGJDU,,
3973-SKMLN,,
3976-BWUCK,Competitor,Competitor made better offer
3976-HXHCE,,
3976-NLDEZ,,
3977-QCRSL,,
3978-YNKDD,,
3981-QSVQI,,
3982-DQLUS,,
3982-JGSFD,,
3982-XWFZQ,Competitor,Competitor offered more data
3985-HOYPM,,
3987-KQDDU,,
3988-RQIXO,Attitude,Attitude of service provider
3990-QYKBE,Competitor,Competitor had better devices
3992-YWPKO,Competitor,Competitor had better devices
3995-WFCSM,,
3996-ZNWYK,,
3999-QGRJH,Dissatisfaction,Product dissatisfaction
3999-WRNGR,,
4000-VGMQP,,
4001-TSBTV,,
4002-BQWPQ,,
4003-FUSHP,,
4003-OCTMP,,
4006-HKYHO,,
4007-NHVHI,,
4009-ALQFH,Competitor,Competitor offered more data
4010-YLMVT,,
4011-ARPHK,,
4012-YCFAI,,
4012-ZTHBR,,
4013-GUXND,,
4013-TLDHQ,Competitor,Competitor had better devices
4013-UBXWQ,Competitor,Competitor made better offer
4016-BJKTZ,,
4018-KJYUY,,
4018-PPNDW,,
4020-KIUDI,,
4021-RQSNY,Attitude,Attitude of service provider
4023-RTIQM,,
4024-CSNBY,,
4026-SKKHW,,
4029-HPFVY,,
4030-VPZBD,Dissatisfaction,Network reliability
4032-RMHCI,,
4039-HEUNW,Price,Lack of affordable download/upload speed
4039-PIMHX,,
4043-MKDTV,,
4049-ZPALD,,
4054-CUMIA,,
4056-QHXHZ,,
4057-FKCZK,,
4059-IIEBK,,
4060-LDNLU,,
4061-UKJWL,,
4062-HBMOS,,
4063-EIKNQ,,
4065-JJAVA,,
4067-HLYQI,,
4070-OKWVH,,
4072-IPYLT,,
4074-SJFFA,Dissatisfaction,Network reliability
4075-JFPGR,,
4075-WKNIU,,
4077-CROMM,Dissatisfaction,Product dissatisfaction
4077-HWUYD,,
4078-SAYYN,Price,Long distance charges
4079-ULGFR,,
4079-VTGLK,,
4079-WWQQQ,,
4080-IIARD,,
4080-OGPJL,Other,Don't know
4081-DYXAV,Competitor,Competitor offered higher download speeds
4083-BFNYK,,
4083-EUGRJ,Attitude,Attitude of support person
4086-ATNFV,,
4086-WITJG,,
4086-YQSNZ,Attitude,Attitude of service provider
4088-YLDSU,Competitor,Competitor had better devices
4090-KPJIP,,
4091-TVOCN,,
4092-OFQZS,,
4094-NSEDU,Competitor,Competitor made better offer
4097-YODCF,,
4098-NAUKP,,
4102-HLENU,,
4102-OQUPX,Competitor,Competitor made better offer
4104-PVRPS,,
4106-HADHQ,Other,Moved
4109-CYRBD,,
4110-PFEUZ,Competitor,Competitor had better devices
4111-BNXIF,,
4112-LUEIZ,Attitude,Attitude of support person
4114-QMKVN,,
4115-BNPJY,,
4115-NZRKS,,
4115-UMJFQ,,
4116-IQRFR,,
4116-TZAQJ,Attitude,Attitude of support person
4118-CEVPF,,
4119-ZYPZY,,
4121-AGSIN,,
4123-DVHPH,,
4123-FCVCB,,
4124-MMETB,Competitor,Competitor offered higher download speeds
4128-ETESU,,
4129-LYCOI,,
4130-MZLCC,,
4132-KALRO,,
4132-POCZS,,
4134-BSXLX,,
4135-FRWKJ,,
4137-BTIKL,,
4137-JOPHL,,
4138-NAXED,,
4139-DETXS,,
4139-JPIAM,,
4139-SUGLD,Attitude,Attitude of service provider
4140-MUHUG,Attitude,Attitude of service provider
4140-WJAWW,Price,Long distance charges
4143-HHPMK,Attitude,Attitude of support person
4143-OOBWZ,Attitude,Attitude of service provider
4145-UQXUQ,Competitor,Competitor had better devices
4146-SVFUD,,
4154-AQUGT,Competitor,Competitor made better offer
4159-NAAIX,,
4160-AMJTL,Attitude,Attitude of support person
4163-HFTUK,,
4163-KIUHY,,
4163-NCJAK,,
4174-LPGTI,Other,Moved
4176-FXYBO,,
4176-RELJR,,
4177-JPDFU,,
4178-EGMON,,
4182-BGSIQ,,
4183-MYFRB,,
4183-WCSEP,Price,Long distance charges
4184-TJFAN,Attitude,Attitude of support person
4184-VODJZ,,
4186-ZBUEW,,
4187-CINZD,Competitor,Competitor had better devices
4188-FRABG,,
4188-PCPIG,,
4189-NAKJS,,
4190-MFLUW,Competitor,Competitor made better offer
4191-XOVOM,,
4192-GORJT,Competitor,Competitor had better devices
4193-IBKSW,,
4193-ORFCL,Competitor,Competitor had better devices
4194-FJARJ,,
4194-WHFCB,,
4195-NZGTA,,
4195-PNGZS,,
4195-SMMNX,Attitude,Attitude of support person
4198-VFOEA,,
4199-QHJNM,,
4201-JMNGR,Dissatisfaction,Service dissatisfaction
4203-QGNZA,,
4208-UFFGW,Other,Don't know
